ID,GENERO,EDAD,N,AC_Z,ACTIVIDAD
3,0,1,1,9.190338134765625,1
3,0,1,2,7.8735198974609375,1
3,0,1,3,8.079421997070312,1
3,0,1,4,8.62530517578125,1
3,0,1,5,8.8695068359375,1
3,0,1,6,8.644454956054688,1
3,0,1,7,8.438552856445312,1
3,0,1,8,8.567840576171875,1
3,0,1,9,8.558258056640625,1
3,0,1,10,8.491226196289062,1
3,0,1,11,8.500808715820312,1
3,0,1,12,8.4241943359375,1
3,0,1,13,8.46728515625,1
3,0,1,14,8.500808715820312,1
3,0,1,15,8.591781616210938,1
3,0,1,16,8.462493896484375,1
3,0,1,17,8.400238037109375,1
3,0,1,18,8.5103759765625,1
3,0,1,19,8.524749755859375,1
3,0,1,20,8.491226196289062,1
3,0,1,21,8.481643676757812,1
3,0,1,22,8.505584716796875,1
3,0,1,23,8.524749755859375,1
3,0,1,24,8.428970336914062,1
3,0,1,25,8.448135375976562,1
3,0,1,26,8.462493896484375,1
3,0,1,27,8.462493896484375,1
3,0,1,28,8.51995849609375,1
3,0,1,29,8.496017456054688,1
3,0,1,30,8.433761596679688,1
3,0,1,31,8.491226196289062,1
3,0,1,32,8.476852416992188,1
3,0,1,33,8.481643676757812,1
3,0,1,34,8.476852416992188,1
3,0,1,35,8.472076416015625,1
3,0,1,36,8.46728515625,1
3,0,1,37,8.46728515625,1
3,0,1,38,8.376296997070312,1
3,0,1,39,8.56304931640625,1
4,0,1,0,8.701919555664062,1
4,0,1,1,8.476852416992188,1
4,0,1,2,8.385879516601562,1
4,0,1,3,8.5103759765625,1
4,0,1,4,8.56304931640625,1
4,0,1,5,8.610931396484375,1
4,0,1,6,8.548690795898438,1
4,0,1,7,8.539108276367188,1
4,0,1,8,8.515167236328125,1
4,0,1,9,8.577423095703125,1
4,0,1,10,8.634872436523438,1
4,0,1,11,8.448135375976562,1
4,0,1,12,8.586990356445312,1
4,0,1,13,8.567840576171875,1
4,0,1,14,8.582199096679688,1
4,0,1,15,8.534317016601562,1
4,0,1,16,8.601364135742188,1
4,0,1,17,8.56304931640625,1
4,0,1,18,8.5103759765625,1
4,0,1,19,8.496017456054688,1
4,0,1,20,8.692337036132812,1
4,0,1,21,8.610931396484375,1
4,0,1,22,8.491226196289062,1
4,0,1,23,8.5726318359375,1
4,0,1,24,8.45770263671875,1
4,0,1,25,8.706695556640625,1
4,0,1,26,8.76416015625,1
4,0,1,27,8.596572875976562,1
4,0,1,28,8.51995849609375,1
4,0,1,29,8.716278076171875,1
4,0,1,30,8.5726318359375,1
4,0,1,31,8.577423095703125,1
4,0,1,32,8.524749755859375,1
4,0,1,33,8.505584716796875,1
4,0,1,34,8.481643676757812,1
4,0,1,35,8.634872436523438,1
4,0,1,36,8.745010375976562,1
4,0,1,37,8.543899536132812,1
4,0,1,38,8.419403076171875,1
4,0,1,39,8.505584716796875,1
5,0,1,0,8.543899536132812,1
5,0,1,1,8.81683349609375,1
5,0,1,2,8.347579956054688,1
5,0,1,3,8.558258056640625,1
5,0,1,4,8.725860595703125,1
5,0,1,5,8.6588134765625,1
5,0,1,6,8.5103759765625,1
5,0,1,7,8.56304931640625,1
5,0,1,8,8.692337036132812,1
5,0,1,9,8.553466796875,1
5,0,1,10,8.56304931640625,1
5,0,1,11,8.591781616210938,1
5,0,1,12,8.60614013671875,1
5,0,1,13,8.567840576171875,1
5,0,1,14,8.591781616210938,1
5,0,1,15,8.601364135742188,1
5,0,1,16,8.62530517578125,1
5,0,1,17,8.529525756835938,1
5,0,1,18,8.515167236328125,1
5,0,1,19,8.5726318359375,1
5,0,1,20,8.634872436523438,1
5,0,1,21,8.586990356445312,1
5,0,1,22,8.596572875976562,1
5,0,1,23,8.60614013671875,1
5,0,1,24,8.61572265625,1
5,0,1,25,8.610931396484375,1
5,0,1,26,8.524749755859375,1
5,0,1,27,8.543899536132812,1
5,0,1,28,8.500808715820312,1
5,0,1,29,8.62530517578125,1
5,0,1,30,8.596572875976562,1
5,0,1,31,8.548690795898438,1
5,0,1,32,8.37152099609375,1
5,0,1,33,8.759368896484375,1
5,0,1,34,8.5103759765625,1
5,0,1,35,8.586990356445312,1
5,0,1,36,8.582199096679688,1
5,0,1,37,8.601364135742188,1
5,0,1,38,8.620513916015625,1
5,0,1,39,8.500808715820312,1
6,0,1,0,8.524749755859375,1
6,0,1,1,8.802474975585938,1
6,0,1,2,8.438552856445312,1
6,0,1,3,8.46728515625,1
6,0,1,4,8.788101196289062,1
6,0,1,5,8.76416015625,1
6,0,1,6,8.452911376953125,1
6,0,1,7,8.60614013671875,1
6,0,1,8,8.792892456054688,1
6,0,1,9,8.620513916015625,1
6,0,1,10,8.428970336914062,1
6,0,1,11,8.596572875976562,1
6,0,1,12,8.591781616210938,1
6,0,1,13,8.553466796875,1
6,0,1,14,8.539108276367188,1
6,0,1,15,8.586990356445312,1
6,0,1,16,8.548690795898438,1
6,0,1,17,8.56304931640625,1
6,0,1,18,8.529525756835938,1
6,0,1,19,8.5726318359375,1
6,0,1,20,8.60614013671875,1
6,0,1,21,8.51995849609375,1
6,0,1,22,8.610931396484375,1
6,0,1,23,8.586990356445312,1
6,0,1,24,8.496017456054688,1
6,0,1,25,8.56304931640625,1
6,0,1,26,8.56304931640625,1
6,0,1,27,8.596572875976562,1
6,0,1,28,8.558258056640625,1
6,0,1,29,8.558258056640625,1
6,0,1,30,8.539108276367188,1
6,0,1,31,8.591781616210938,1
6,0,1,32,8.591781616210938,1
6,0,1,33,8.558258056640625,1
6,0,1,34,8.500808715820312,1
6,0,1,35,8.505584716796875,1
6,0,1,36,8.529525756835938,1
6,0,1,37,8.61572265625,1
6,0,1,38,8.51995849609375,1
6,0,1,39,8.553466796875,1
7,0,1,0,8.692337036132812,1
7,0,1,1,8.692337036132812,1
7,0,1,2,8.314056396484375,1
7,0,1,3,8.759368896484375,1
7,0,1,4,8.807266235351562,1
7,0,1,5,8.61572265625,1
7,0,1,6,8.5726318359375,1
7,0,1,7,8.71148681640625,1
7,0,1,8,8.840774536132812,1
7,0,1,9,8.654037475585938,1
7,0,1,10,8.596572875976562,1
7,0,1,11,8.673187255859375,1
7,0,1,12,8.754592895507812,1
7,0,1,13,8.663604736328125,1
7,0,1,14,8.644454956054688,1
7,0,1,15,8.76416015625,1
7,0,1,16,8.663604736328125,1
7,0,1,17,8.76416015625,1
7,0,1,18,8.697128295898438,1
7,0,1,19,8.687545776367188,1
7,0,1,20,8.754592895507812,1
7,0,1,21,8.706695556640625,1
7,0,1,22,8.6588134765625,1
7,0,1,23,8.654037475585938,1
7,0,1,24,8.754592895507812,1
7,0,1,25,8.7210693359375,1
7,0,1,26,8.654037475585938,1
7,0,1,27,8.716278076171875,1
7,0,1,28,8.71148681640625,1
7,0,1,29,8.701919555664062,1
7,0,1,30,8.740219116210938,1
7,0,1,31,8.706695556640625,1
7,0,1,32,8.716278076171875,1
7,0,1,33,8.7210693359375,1
7,0,1,34,8.768951416015625,1
7,0,1,35,8.692337036132812,1
7,0,1,36,8.76416015625,1
7,0,1,37,8.6588134765625,1
7,0,1,38,8.73065185546875,1
7,0,1,39,8.725860595703125,1
8,0,1,0,8.448135375976562,1
8,0,1,1,8.831207275390625,1
8,0,1,2,8.089004516601562,1
8,0,1,3,8.998794555664062,1
8,0,1,4,8.8695068359375,1
8,0,1,5,8.649246215820312,1
8,0,1,6,8.448135375976562,1
8,0,1,7,8.926971435546875,1
8,0,1,8,8.768951416015625,1
8,0,1,9,8.46728515625,1
8,0,1,10,8.620513916015625,1
8,0,1,11,8.85992431640625,1
8,0,1,12,8.71148681640625,1
8,0,1,13,8.567840576171875,1
8,0,1,14,8.567840576171875,1
8,0,1,15,8.697128295898438,1
8,0,1,16,8.955703735351562,1
8,0,1,17,8.73065185546875,1
8,0,1,18,8.706695556640625,1
8,0,1,19,8.725860595703125,1
8,0,1,20,8.692337036132812,1
8,0,1,21,8.6588134765625,1
8,0,1,22,8.682754516601562,1
8,0,1,23,8.687545776367188,1
8,0,1,24,8.66839599609375,1
8,0,1,25,8.692337036132812,1
8,0,1,26,8.71148681640625,1
8,0,1,27,8.692337036132812,1
8,0,1,28,8.73065185546875,1
8,0,1,29,8.745010375976562,1
8,0,1,30,8.697128295898438,1
8,0,1,31,8.792892456054688,1
8,0,1,32,8.807266235351562,1
8,0,1,33,8.677978515625,1
8,0,1,34,8.745010375976562,1
8,0,1,35,8.77374267578125,1
8,0,1,36,8.716278076171875,1
8,0,1,37,8.71148681640625,1
8,0,1,38,8.725860595703125,1
8,0,1,39,8.716278076171875,1
9,1,1,0,7.84478759765625,1
9,1,1,1,8.400238037109375,1
9,1,1,2,8.35235595703125,1
9,1,1,3,8.189559936523438,1
9,1,1,4,8.0028076171875,1
9,1,1,5,8.548690795898438,1
9,1,1,6,8.270965576171875,1
9,1,1,7,8.294906616210938,1
9,1,1,8,8.323623657226562,1
9,1,1,9,8.2996826171875,1
9,1,1,10,8.290115356445312,1
9,1,1,11,8.323623657226562,1
9,1,1,12,8.294906616210938,1
9,1,1,13,8.294906616210938,1
9,1,1,14,8.357147216796875,1
9,1,1,15,8.261383056640625,1
9,1,1,16,8.37152099609375,1
9,1,1,17,8.385879516601562,1
9,1,1,18,8.419403076171875,1
9,1,1,19,8.366729736328125,1
9,1,1,20,8.261383056640625,1
9,1,1,21,8.558258056640625,1
9,1,1,22,8.855148315429688,1
9,1,1,23,7.90704345703125,1
9,1,1,24,8.476852416992188,1
9,1,1,25,7.99322509765625,1
9,1,1,26,8.409820556640625,1
9,1,1,27,8.428970336914062,1
9,1,1,28,8.529525756835938,1
9,1,1,29,8.61572265625,1
9,1,1,30,8.11773681640625,1
9,1,1,31,8.323623657226562,1
9,1,1,32,8.175186157226562,1
9,1,1,33,8.089004516601562,1
9,1,1,34,8.304473876953125,1
9,1,1,35,8.46728515625,1
9,1,1,36,9.104141235351562,1
9,1,1,37,8.807266235351562,1
9,1,1,38,7.605377197265625,1
9,1,1,39,9.276519775390625,1
10,0,1,0,9.89422607421875,1
10,0,1,1,9.836761474609375,1
10,0,1,2,9.836761474609375,1
10,0,1,3,9.822402954101562,1
10,0,1,4,9.836761474609375,1
10,0,1,5,9.836761474609375,1
10,0,1,6,9.822402954101562,1
10,0,1,7,9.85113525390625,1
10,0,1,8,9.83197021484375,1
10,0,1,9,9.83197021484375,1
10,0,1,10,9.836761474609375,1
10,0,1,11,9.827194213867188,1
10,0,1,12,9.822402954101562,1
10,0,1,13,9.841552734375,1
10,0,1,14,9.841552734375,1
10,0,1,15,9.836761474609375,1
10,0,1,16,9.83197021484375,1
10,0,1,17,9.841552734375,1
10,0,1,18,9.827194213867188,1
10,0,1,19,9.812820434570312,1
10,0,1,20,9.841552734375,1
10,0,1,21,9.822402954101562,1
10,0,1,22,9.846343994140625,1
10,0,1,23,9.817611694335938,1
10,0,1,24,9.827194213867188,1
10,0,1,25,9.85113525390625,1
10,0,1,26,9.85113525390625,1
10,0,1,27,9.836761474609375,1
10,0,1,28,9.841552734375,1
10,0,1,29,9.817611694335938,1
10,0,1,30,9.83197021484375,1
10,0,1,31,9.836761474609375,1
10,0,1,32,9.85113525390625,1
10,0,1,33,9.846343994140625,1
10,0,1,34,9.8846435546875,1
10,0,1,35,9.779312133789062,1
10,0,1,36,9.836761474609375,1
10,0,1,37,9.85113525390625,1
10,0,1,38,9.879867553710938,1
10,0,1,39,9.836761474609375,1
11,0,1,0,9.061050415039062,1
11,0,1,1,8.084213256835938,1
11,0,1,2,8.079421997070312,1
11,0,1,3,9.094558715820312,1
11,0,1,4,8.337997436523438,1
11,0,1,5,8.701919555664062,1
11,0,1,6,9.032318115234375,1
11,0,1,7,8.586990356445312,1
11,0,1,8,8.907821655273438,1
11,0,1,9,8.768951416015625,1
11,0,1,10,8.610931396484375,1
11,0,1,11,8.802474975585938,1
11,0,1,12,8.7210693359375,1
11,0,1,13,8.677978515625,1
11,0,1,14,8.845565795898438,1
11,0,1,15,8.807266235351562,1
11,0,1,16,8.821624755859375,1
11,0,1,17,8.8695068359375,1
11,0,1,18,8.740219116210938,1
11,0,1,19,8.73065185546875,1
11,0,1,20,8.76416015625,1
11,0,1,21,8.788101196289062,1
11,0,1,22,8.778533935546875,1
11,0,1,23,8.749801635742188,1
11,0,1,24,8.77374267578125,1
11,0,1,25,8.768951416015625,1
11,0,1,26,8.745010375976562,1
11,0,1,27,8.812042236328125,1
11,0,1,28,8.797683715820312,1
11,0,1,29,8.821624755859375,1
11,0,1,30,8.797683715820312,1
11,0,1,31,8.821624755859375,1
11,0,1,32,8.740219116210938,1
11,0,1,33,8.783309936523438,1
11,0,1,34,8.874298095703125,1
11,0,1,35,8.77374267578125,1
11,0,1,36,8.749801635742188,1
11,0,1,37,8.835983276367188,1
11,0,1,38,8.745010375976562,1
11,0,1,39,8.76416015625,1
12,0,1,0,9.17596435546875,1
12,0,1,1,8.682754516601562,1
12,0,1,2,8.883880615234375,1
12,0,1,3,8.946121215820312,1
12,0,1,4,8.76416015625,1
12,0,1,5,8.692337036132812,1
12,0,1,6,8.917388916015625,1
12,0,1,7,8.792892456054688,1
12,0,1,8,8.768951416015625,1
12,0,1,9,8.855148315429688,1
12,0,1,10,8.783309936523438,1
12,0,1,11,8.812042236328125,1
12,0,1,12,8.835983276367188,1
12,0,1,13,8.840774536132812,1
12,0,1,14,8.85992431640625,1
12,0,1,15,8.821624755859375,1
12,0,1,16,8.706695556640625,1
12,0,1,17,8.960494995117188,1
12,0,1,18,8.85992431640625,1
12,0,1,19,8.807266235351562,1
12,0,1,20,8.812042236328125,1
12,0,1,21,8.850357055664062,1
12,0,1,22,8.797683715820312,1
12,0,1,23,8.926971435546875,1
12,0,1,24,8.864715576171875,1
12,0,1,25,8.9317626953125,1
12,0,1,26,8.792892456054688,1
12,0,1,27,8.802474975585938,1
12,0,1,28,8.898239135742188,1
12,0,1,29,8.807266235351562,1
12,0,1,30,8.788101196289062,1
12,0,1,31,9.061050415039062,1
12,0,1,32,8.974853515625,1
12,0,1,33,8.725860595703125,1
12,0,1,34,8.280532836914062,1
12,0,1,35,8.644454956054688,1
12,0,1,36,9.051467895507812,1
12,0,1,37,9.02752685546875,1
12,0,1,38,8.754592895507812,1
12,0,1,39,8.9317626953125,1
13,0,1,0,9.128082275390625,1
13,0,1,1,8.476852416992188,1
13,0,1,2,8.821624755859375,1
13,0,1,3,8.807266235351562,1
13,0,1,4,8.66839599609375,1
13,0,1,5,8.754592895507812,1
13,0,1,6,8.85992431640625,1
13,0,1,7,8.673187255859375,1
13,0,1,8,8.792892456054688,1
13,0,1,9,8.76416015625,1
13,0,1,10,8.745010375976562,1
13,0,1,11,8.577423095703125,1
13,0,1,12,8.649246215820312,1
13,0,1,13,8.826416015625,1
13,0,1,14,8.797683715820312,1
13,0,1,15,8.76416015625,1
13,0,1,16,8.778533935546875,1
13,0,1,17,8.745010375976562,1
13,0,1,18,8.821624755859375,1
13,0,1,19,8.754592895507812,1
13,0,1,20,8.682754516601562,1
13,0,1,21,8.77374267578125,1
13,0,1,22,8.831207275390625,1
13,0,1,23,8.701919555664062,1
13,0,1,24,8.840774536132812,1
13,0,1,25,8.735427856445312,1
13,0,1,26,8.826416015625,1
13,0,1,27,8.73065185546875,1
13,0,1,28,8.759368896484375,1
13,0,1,29,8.77374267578125,1
13,0,1,30,8.778533935546875,1
13,0,1,31,8.701919555664062,1
13,0,1,32,8.783309936523438,1
13,0,1,33,8.792892456054688,1
13,0,1,34,8.740219116210938,1
13,0,1,35,8.792892456054688,1
13,0,1,36,8.73065185546875,1
13,0,1,37,8.77374267578125,1
13,0,1,38,8.745010375976562,1
13,0,1,39,8.759368896484375,1
14,0,1,0,8.634872436523438,1
14,0,1,1,7.88787841796875,1
14,0,1,2,9.032318115234375,1
14,0,1,3,8.821624755859375,1
14,0,1,4,8.314056396484375,1
14,0,1,5,8.850357055664062,1
14,0,1,6,8.515167236328125,1
14,0,1,7,8.577423095703125,1
14,0,1,8,8.692337036132812,1
14,0,1,9,8.601364135742188,1
14,0,1,10,8.701919555664062,1
14,0,1,11,8.596572875976562,1
14,0,1,12,8.697128295898438,1
14,0,1,13,8.596572875976562,1
14,0,1,14,8.649246215820312,1
14,0,1,15,8.725860595703125,1
14,0,1,16,8.697128295898438,1
14,0,1,17,8.706695556640625,1
14,0,1,18,8.46728515625,1
14,0,1,19,8.596572875976562,1
14,0,1,20,8.596572875976562,1
14,0,1,21,8.582199096679688,1
14,0,1,22,8.735427856445312,1
14,0,1,23,8.644454956054688,1
14,0,1,24,8.610931396484375,1
14,0,1,25,8.634872436523438,1
14,0,1,26,8.6588134765625,1
14,0,1,27,8.5726318359375,1
14,0,1,28,8.663604736328125,1
14,0,1,29,8.620513916015625,1
14,0,1,30,8.634872436523438,1
14,0,1,31,8.620513916015625,1
14,0,1,32,8.60614013671875,1
14,0,1,33,8.649246215820312,1
14,0,1,34,8.610931396484375,1
14,0,1,35,8.692337036132812,1
14,0,1,36,8.677978515625,1
14,0,1,37,8.620513916015625,1
14,0,1,38,8.673187255859375,1
14,0,1,39,8.644454956054688,1
15,1,1,0,9.865493774414062,1
15,1,1,1,9.841552734375,1
15,1,1,2,9.822402954101562,1
15,1,1,3,9.822402954101562,1
15,1,1,4,9.827194213867188,1
15,1,1,5,9.841552734375,1
15,1,1,6,9.841552734375,1
15,1,1,7,9.860702514648438,1
15,1,1,8,9.83197021484375,1
15,1,1,9,9.855926513671875,1
15,1,1,10,9.846343994140625,1
15,1,1,11,9.860702514648438,1
15,1,1,12,9.83197021484375,1
15,1,1,13,9.841552734375,1
15,1,1,14,9.841552734375,1
15,1,1,15,9.83197021484375,1
15,1,1,16,9.822402954101562,1
15,1,1,17,9.865493774414062,1
15,1,1,18,9.855926513671875,1
15,1,1,19,9.808029174804688,1
15,1,1,20,9.85113525390625,1
15,1,1,21,9.846343994140625,1
15,1,1,22,9.83197021484375,1
15,1,1,23,9.836761474609375,1
15,1,1,24,9.836761474609375,1
15,1,1,25,9.841552734375,1
15,1,1,26,9.846343994140625,1
15,1,1,27,9.836761474609375,1
15,1,1,28,9.83197021484375,1
15,1,1,29,9.83197021484375,1
15,1,1,30,9.841552734375,1
15,1,1,31,9.83197021484375,1
15,1,1,32,9.827194213867188,1
15,1,1,33,9.846343994140625,1
15,1,1,34,9.841552734375,1
15,1,1,35,9.836761474609375,1
15,1,1,36,9.83197021484375,1
15,1,1,37,9.841552734375,1
15,1,1,38,9.841552734375,1
15,1,1,39,9.83197021484375,1
16,0,1,0,9.889434814453125,1
16,0,1,1,9.841552734375,1
16,0,1,2,9.841552734375,1
16,0,1,3,9.841552734375,1
16,0,1,4,9.841552734375,1
16,0,1,5,9.841552734375,1
16,0,1,6,9.841552734375,1
16,0,1,7,9.841552734375,1
16,0,1,8,9.841552734375,1
16,0,1,9,9.841552734375,1
16,0,1,10,9.841552734375,1
16,0,1,11,9.841552734375,1
16,0,1,12,9.841552734375,1
16,0,1,13,9.841552734375,1
16,0,1,14,9.85113525390625,1
16,0,1,15,9.85113525390625,1
16,0,1,16,9.846343994140625,1
16,0,1,17,9.855926513671875,1
16,0,1,18,9.85113525390625,1
16,0,1,19,9.836761474609375,1
16,0,1,20,9.846343994140625,1
16,0,1,21,9.841552734375,1
16,0,1,22,9.846343994140625,1
16,0,1,23,9.841552734375,1
16,0,1,24,9.846343994140625,1
16,0,1,25,9.827194213867188,1
16,0,1,26,9.83197021484375,1
16,0,1,27,9.846343994140625,1
16,0,1,28,9.83197021484375,1
16,0,1,29,9.83197021484375,1
16,0,1,30,9.83197021484375,1
16,0,1,31,9.836761474609375,1
16,0,1,32,9.836761474609375,1
16,0,1,33,9.841552734375,1
16,0,1,34,9.836761474609375,1
16,0,1,35,9.836761474609375,1
16,0,1,36,9.836761474609375,1
16,0,1,37,9.836761474609375,1
16,0,1,38,9.827194213867188,1
16,0,1,39,9.83197021484375,1
17,0,1,0,9.85113525390625,1
17,0,1,1,9.812820434570312,1
17,0,1,2,9.836761474609375,1
17,0,1,3,9.827194213867188,1
17,0,1,4,9.836761474609375,1
17,0,1,5,9.822402954101562,1
17,0,1,6,9.836761474609375,1
17,0,1,7,9.841552734375,1
17,0,1,8,9.836761474609375,1
17,0,1,9,9.83197021484375,1
17,0,1,10,9.83197021484375,1
17,0,1,11,9.83197021484375,1
17,0,1,12,9.83197021484375,1
17,0,1,13,9.817611694335938,1
17,0,1,14,9.812820434570312,1
17,0,1,15,9.83197021484375,1
17,0,1,16,9.827194213867188,1
17,0,1,17,9.827194213867188,1
17,0,1,18,9.827194213867188,1
17,0,1,19,9.83197021484375,1
17,0,1,20,9.83197021484375,1
17,0,1,21,9.822402954101562,1
17,0,1,22,9.836761474609375,1
17,0,1,23,9.827194213867188,1
17,0,1,24,9.83197021484375,1
17,0,1,25,9.827194213867188,1
17,0,1,26,9.836761474609375,1
17,0,1,27,9.836761474609375,1
17,0,1,28,9.83197021484375,1
17,0,1,29,9.817611694335938,1
17,0,1,30,9.836761474609375,1
17,0,1,31,9.83197021484375,1
17,0,1,32,9.836761474609375,1
17,0,1,33,9.83197021484375,1
17,0,1,34,9.827194213867188,1
17,0,1,35,9.836761474609375,1
17,0,1,36,9.822402954101562,1
17,0,1,37,9.836761474609375,1
17,0,1,38,9.83197021484375,1
17,0,1,39,9.841552734375,1
18,0,1,0,8.56304931640625,1
18,0,1,1,9.142440795898438,1
18,0,1,2,8.601364135742188,1
18,0,1,3,8.855148315429688,1
18,0,1,4,8.979644775390625,1
18,0,1,5,9.2908935546875,1
18,0,1,6,9.721847534179688,1
18,0,1,7,9.13287353515625,1
18,0,1,8,8.443344116210938,1
18,0,1,9,8.156036376953125,1
18,0,1,10,8.261383056640625,1
18,0,1,11,8.194351196289062,1
18,0,1,12,7.8208465576171875,1
18,0,1,13,9.712265014648438,1
18,0,1,14,8.232650756835938,1
18,0,1,15,7.0690765380859375,1
18,0,1,16,8.132095336914062,1
18,0,1,17,9.549468994140625,1
18,0,1,18,8.994003295898438,1
18,0,1,19,8.496017456054688,1
18,0,1,20,8.639663696289062,1
18,0,1,21,8.735427856445312,1
18,0,1,22,8.740219116210938,1
18,0,1,23,8.323623657226562,1
18,0,1,24,9.879867553710938,1
18,0,1,25,10.6651611328125,1
18,0,1,26,9.391448974609375,1
18,0,1,27,8.328414916992188,1
18,0,1,28,8.199127197265625,1
18,0,1,29,8.136886596679688,1
18,0,1,30,8.165618896484375,1
18,0,1,31,8.558258056640625,1
18,0,1,32,9.051467895507812,1
18,0,1,33,9.065826416015625,1
18,0,1,34,8.917388916015625,1
18,0,1,35,9.262161254882812,1
18,0,1,36,8.036331176757812,1
18,0,1,37,8.290115356445312,1
18,0,1,38,9.046676635742188,1
18,0,1,39,8.539108276367188,1
19,0,1,0,8.395462036132812,1
19,0,1,1,8.994003295898438,1
19,0,1,2,8.41461181640625,1
19,0,1,3,8.261383056640625,1
19,0,1,4,9.195114135742188,1
19,0,1,5,8.98443603515625,1
19,0,1,6,8.8695068359375,1
19,0,1,7,8.898239135742188,1
19,0,1,8,8.888656616210938,1
19,0,1,9,8.917388916015625,1
19,0,1,10,8.826416015625,1
19,0,1,11,8.893447875976562,1
19,0,1,12,8.979644775390625,1
19,0,1,13,8.979644775390625,1
19,0,1,14,8.970062255859375,1
19,0,1,15,8.7210693359375,1
19,0,1,16,9.185546875,1
19,0,1,17,8.989212036132812,1
19,0,1,18,8.807266235351562,1
19,0,1,19,8.8695068359375,1
19,0,1,20,8.85992431640625,1
19,0,1,21,9.180755615234375,1
19,0,1,22,9.147232055664062,1
19,0,1,23,8.802474975585938,1
19,0,1,24,8.821624755859375,1
19,0,1,25,9.022735595703125,1
19,0,1,26,9.113723754882812,1
19,0,1,27,9.075408935546875,1
19,0,1,28,8.749801635742188,1
19,0,1,29,8.71148681640625,1
19,0,1,30,9.051467895507812,1
19,0,1,31,8.845565795898438,1
19,0,1,32,9.137664794921875,1
19,0,1,33,8.534317016601562,1
19,0,1,34,8.639663696289062,1
19,0,1,35,9.137664794921875,1
19,0,1,36,8.970062255859375,1
19,0,1,37,8.682754516601562,1
19,0,1,38,8.7210693359375,1
19,0,1,39,9.152023315429688,1
20,0,1,0,9.353134155273438,1
20,0,1,1,8.620513916015625,1
20,0,1,2,8.505584716796875,1
20,0,1,3,8.577423095703125,1
20,0,1,4,8.936538696289062,1
20,0,1,5,8.946121215820312,1
20,0,1,6,8.673187255859375,1
20,0,1,7,8.62530517578125,1
20,0,1,8,8.926971435546875,1
20,0,1,9,9.276519775390625,1
20,0,1,10,8.98443603515625,1
20,0,1,11,8.759368896484375,1
20,0,1,12,8.792892456054688,1
20,0,1,13,9.118499755859375,1
20,0,1,14,9.17596435546875,1
20,0,1,15,8.888656616210938,1
